SKU,Barcode,ProductName,Category,SubCategory,Brand,UnitSize,BaseUnitPriceLKR,CostPriceLKR,TypicalShelfLifeDays,IsPerishable,PerishabilityTier,Supplier,SupplierSKU,CaseSize,MinOrderQty,MaxShelfCapacityUnits,BackroomCapacity,AverageWeeklySales,SeasonalityIndex,TurnoverDays
LK-HOU-A3NJ7,4790524169456,Dettol Toilet Cleaner 500g,Household & Cleaning,Cleaning,Dettol,500g,519.95,426.58,713,False,NONE,Galle Household Supply Co. AU8,DET-DETT-500G-V2,24,3,36,60,1.85,0.91,95.4
LK-HOU-ABAAH,4793743784714,Vim Detergent Powder 1kg,Household & Cleaning,Cleaning,Vim,1kg,759.9,622.14,677,False,NONE,Unilever Sri Lanka,VIM-VIMD-1KG-8R,24,2,24,51,0.47,1.02,250.2
LK-HOU-KPRTX,4790154177654,Dettol Detergent Powder 1L,Household & Cleaning,Cleaning,Dettol,1L,809.95,679.06,533,False,NONE,Galle Household Supply Co. AU8,DET-DETT-1L-45,6,1,15,18,0.84,0.88,87.5
LK-HOU-RPPVF,4794026963154,Dettol Soap 500g,Household & Cleaning,Cleaning,Dettol,500g,489.95,400.56,876,False,NONE,Kurunegala Household Supply Co. V4W,DET-DETT-500G-YD,24,1,44,73,0.4,1.09,539.0
LK-HOU-N9DTT,4794685013818,Harpic Dishwash 1L,Household & Cleaning,Cleaning,Harpic,1L,540.0,441.34,504,False,NONE,Reckitt Benckiser Lanka,HAR-HARP-1L-ZV,6,2,23,41,0.16,0.93,704.4
LK-HOU-CED5Z,4793605497127,Harpic Bleach 200g,Household & Cleaning,Cleaning,Harpic,200g,80.5,68.51,863,False,NONE,Galle Household Supply Co. AU8,HAR-HARP-200G-QF,24,1,46,62,1.87,0.93,120.5
LK-HOU-5BVH5,4799609566111,Vim Soap 500ml,Household & Cleaning,Cleaning,Vim,500ml,470.0,385.13,365,False,NONE,Matara Household Supply Co. EDL,VIM-VIMS-500M-MJ,6,1,42,63,0.98,0.91,210.0
LK-HOU-NHSJ4,4799186175683,Harpic Toilet Cleaner 200g,Household & Cleaning,Cleaning,Harpic,200g,155.0,124.11,751,False,NONE,Galle Household Supply Co. AU8,HAR-HARP-200G-PS,12,2,36,76,0.26,1.07,678.5
LK-HOU-DANYD,4798756344917,Vim Dishwash 1kg,Household & Cleaning,Cleaning,Vim,1kg,739.95,602.87,611,False,NONE,Unilever Sri Lanka,VIM-VIMD-1KG-YQ,12,2,17,35,0.24,1.1,347.1
LK-HOU-NJFF2,4797177110347,Harpic Floor Cleaner 200g,Household & Cleaning,Cleaning,Harpic,200g,190.0,161.17,873,False,NONE,Unilever Sri Lanka,HAR-HARP-200G-MD,12,2,39,49,6.01,0.88,31.8
LK-HOU-BDBAF,4793302148902,Comfort Floor Cleaner 1L,Household & Cleaning,Cleaning,Comfort,1L,769.95,654.05,370,False,NONE,Kurunegala Household Supply Co. V4W,COM-COMF-1L-AF,6,2,48,65,1.12,1.07,210.0
LK-HOU-R64UW,4796184689150,Surf Excel Floor Cleaner 500ml,Household & Cleaning,Cleaning,Surf Excel,500ml,390.0,334.84,660,False,NONE,Matara Household Supply Co. EDL,SUR-SURF-500M-NP,12,2,40,60,1.99,1.0,98.5
LK-HOU-AQQJ2,4795619789687,Comfort Toilet Cleaner 1kg,Household & Cleaning,Cleaning,Comfort,1kg,580.0,499.2,554,False,NONE,Unilever Sri Lanka,COM-COMF-1KG-J2,12,3,19,30,0.3,1.03,310.3
LK-HOU-52Y7U,4798659775979,Vim Dishwash 500ml,Household & Cleaning,Cleaning,Vim,500ml,510.0,418.89,879,False,NONE,Galle Household Supply Co. AU8,VIM-VIMD-500M-58,6,1,14,29,0.19,0.88,361.1
LK-HOU-RT7UF,4792678865703,Comfort Detergent Powder 500g,Household & Cleaning,Cleaning,Comfort,500g,419.95,350.69,594,False,NONE,Galle Household Supply Co. AU8,COM-COMF-500G-RZ,12,3,12,23,0.21,1.1,280.0
LK-HOU-X6LAL,4792955769304,Dettol Soap 1kg,Household & Cleaning,Cleaning,Dettol,1kg,949.95,808.57,368,False,NONE,Matara Household Supply Co. EDL,DET-DETT-1KG-P9,24,1,40,71,2.7,1.0,72.6
LK-HOU-YUQVU,4799197470845,Rin Dishwash 500ml,Household & Cleaning,Cleaning,Rin,500ml,439.9,361.69,450,False,NONE,Matara Household Supply Co. EDL,RIN-RIND-500M-39,6,1,40,78,3.34,1.06,58.7
LK-HOU-SG4K3,4797240896284,Rin Floor Cleaner 500g,Household & Cleaning,Cleaning,Rin,500g,329.95,276.75,413,False,NONE,Galle Household Supply Co. AU8,RIN-RINF-500G-DF,24,2,21,42,0.19,0.87,541.6
LK-HOU-ATXLC,4797189802216,Harpic Bleach 500g,Household & Cleaning,Cleaning,Harpic,500g,420.0,361.48,478,False,NONE,Reckitt Benckiser Lanka,HAR-HARP-500G-G3,6,2,14,19,0.62,0.87,110.6
LK-HOU-FT4YZ,4794512335595,Rin Bleach 500g,Household & Cleaning,Cleaning,Rin,500g,289.95,232.4,627,False,NONE,Unilever Sri Lanka,RIN-RINB-500G-4V,24,1,34,63,0.77,0.9,216.4
LK-HOU-6USPW,4792501916534,Harpic Detergent Powder 200g,Household & Cleaning,Cleaning,Harpic,200g,145.0,122.54,420,False,NONE,Galle Household Supply Co. AU8,HAR-HARP-200G-S7,6,3,39,70,2.61,0.97,73.2
LK-HOU-KTT5T,4799153509046,Dettol Detergent Powder 500ml,Household & Cleaning,Cleaning,Dettol,500ml,409.9,354.45,715,False,NONE,Reckitt Benckiser Lanka,DET-DETT-500M-YE,24,2,14,30,0.15,1.03,457.3
LK-HOU-7FDCV,4799912643844,Dettol Toilet Cleaner 500ml,Household & Cleaning,Cleaning,Dettol,500ml,409.9,330.45,513,False,NONE,Galle Household Supply Co. AU8,DET-DETT-500M-BG,24,2,13,20,0.42,0.9,151.7
LK-HOU-JWQJ5,4795711924917,Harpic Soap 200g,Household & Cleaning,Cleaning,Harpic,200g,155.0,125.83,765,False,NONE,Reckitt Benckiser Lanka,HAR-HARP-200G-PA,6,3,23,47,3.47,1.08,32.5
LK-HOU-9F963,4791960791171,Harpic Detergent Powder 500ml,Household & Cleaning,Cleaning,Harpic,500ml,419.95,353.97,789,False,NONE,Reckitt Benckiser Lanka,HAR-HARP-500M-KR,6,2,48,63,0.14,0.94,1680.0
LK-HOU-JVYBT,4790941477165,Rin Soap 1L,Household & Cleaning,Cleaning,Rin,1L,619.95,505.9,836,False,NONE,Matara Household Supply Co. EDL,RIN-RINS-1L-LM,6,2,30,44,2.35,0.9,62.6
LK-HOU-6QKLP,4792242637835,Surf Excel Soap 500g,Household & Cleaning,Cleaning,Surf Excel,500g,259.9,217.83,656,False,NONE,Galle Household Supply Co. AU8,SUR-SURF-500G-FL,12,2,18,26,0.47,1.09,187.7
LK-HOU-UF65V,4793441057943,Sunlight Toilet Cleaner 500g,Household & Cleaning,Cleaning,Sunlight,500g,380.0,322.65,841,False,NONE,Unilever Sri Lanka,SUN-SUNL-500G-2W,6,2,25,34,1.03,0.92,118.9
LK-HOU-ZWA68,4795472815707,Sunlight Floor Cleaner 1L,Household & Cleaning,Cleaning,Sunlight,1L,719.95,588.83,486,False,NONE,Galle Household Supply Co. AU8,SUN-SUNL-1L-5M,12,1,18,34,0.11,1.01,801.8
LK-HOU-LUSJ5,4791528305680,Sunlight Dishwash 1L,Household & Cleaning,Cleaning,Sunlight,1L,669.9,541.73,852,False,NONE,Reckitt Benckiser Lanka,SUN-SUNL-1L-DD,24,2,13,25,0.81,0.98,78.6
LK-HOU-HATKN,4795479130278,Dettol Dishwash 500g,Household & Cleaning,Cleaning,Dettol,500g,270.0,232.17,546,False,NONE,Matara Household Supply Co. EDL,DET-DETT-500G-JA,6,2,17,20,3.05,1.0,27.3
LK-HOU-RXSPL,4796032240809,Sunlight Dishwash 500ml,Household & Cleaning,Cleaning,Sunlight,500ml,499.95,421.5,839,False,NONE,Galle Household Supply Co. AU8,SUN-SUNL-500M-8C,6,2,42,82,7.15,1.07,28.8
LK-HOU-ZLDWH,4795122866004,Surf Excel Soap 200g,Household & Cleaning,Cleaning,Surf Excel,200g,145.0,122.04,883,False,NONE,Matara Household Supply Co. EDL,SUR-SURF-200G-7U,24,2,19,24,1.29,0.87,72.2
LK-HOU-JYBGK,4795996848342,Comfort Floor Cleaner 1kg,Household & Cleaning,Cleaning,Comfort,1kg,650.0,542.19,847,False,NONE,Reckitt Benckiser Lanka,COM-COMF-1KG-J6,24,3,43,54,5.3,0.9,39.8
LK-HOU-9FV69,4790071910358,Harpic Detergent Powder 500g,Household & Cleaning,Cleaning,Harpic,500g,470.0,379.11,696,False,NONE,Reckitt Benckiser Lanka,HAR-HARP-500G-Q3,6,2,21,27,0.11,1.09,935.5
LK-HOU-4RHTQ,4798706115420,Rin Floor Cleaner 200g,Household & Cleaning,Cleaning,Rin,200g,170.0,143.82,809,False,NONE,Unilever Sri Lanka,RIN-RINF-200G-HX,24,2,19,34,1.94,0.93,48.0
LK-HOU-VHTQF,4793740019802,Vim Bleach 200g,Household & Cleaning,Cleaning,Vim,200g,135.0,111.07,798,False,NONE,Unilever Sri Lanka,VIM-VIMB-200G-GA,12,2,47,64,3.69,0.94,62.4
LK-HOU-H9XWE,4797915436982,Sunlight Toilet Cleaner 1L,Household & Cleaning,Cleaning,Sunlight,1L,570.0,482.47,891,False,NONE,Unilever Sri Lanka,SUN-SUNL-1L-PT,12,2,46,99,1.8,0.92,125.2
LK-HOU-W3FPN,4793167926646,Rin Dishwash 500g,Household & Cleaning,Cleaning,Rin,500g,379.9,304.99,791,False,NONE,Unilever Sri Lanka,RIN-RIND-500G-RD,12,2,12,18,0.98,0.96,60.0
LK-HOU-DG62Z,4791059208658,Harpic Floor Cleaner 500g,Household & Cleaning,Cleaning,Harpic,500g,229.95,193.63,477,False,NONE,Reckitt Benckiser Lanka,HAR-HARP-500G-9U,24,2,34,64,3.31,0.98,50.3
LK-HOU-RS7GK,4796888107868,Vim Toilet Cleaner 500ml,Household & Cleaning,Cleaning,Vim,500ml,480.0,392.9,627,False,NONE,Reckitt Benckiser Lanka,VIM-VIMT-500M-MD,6,3,14,25,4.73,0.88,14.5
LK-HOU-WXHFH,4792776151807,Surf Excel Dishwash 200g,Household & Cleaning,Cleaning,Surf Excel,200g,175.0,140.4,541,False,NONE,Galle Household Supply Co. AU8,SUR-SURF-200G-TV,6,2,36,60,0.27,0.88,653.3
LK-HOU-MXSVY,4798479519616,Dettol Floor Cleaner 500g,Household & Cleaning,Cleaning,Dettol,500g,510.0,431.63,459,False,NONE,Kurunegala Household Supply Co. V4W,DET-DETT-500G-BE,24,2,13,24,0.18,1.01,353.9
LK-HOU-KH4YR,4798973907667,Surf Excel Toilet Cleaner 500ml,Household & Cleaning,Cleaning,Surf Excel,500ml,309.9,253.11,748,False,NONE,Galle Household Supply Co. AU8,SUR-SURF-500M-9Y,24,2,28,51,1.34,1.06,102.4
LK-HOU-EGJTZ,4790778363501,Sunlight Soap 500g,Household & Cleaning,Cleaning,Sunlight,500g,450.0,391.0,720,False,NONE,Matara Household Supply Co. EDL,SUN-SUNL-500G-4D,6,2,21,34,0.4,1.06,257.2
LK-HOU-AF76M,4796558132619,Surf Excel Detergent Powder 500ml,Household & Cleaning,Cleaning,Surf Excel,500ml,399.95,342.42,794,False,NONE,Reckitt Benckiser Lanka,SUR-SURF-500M-XS,6,3,12,15,0.53,0.9,110.9
LK-HOU-LWQCT,4796740718539,Dettol Toilet Cleaner 1kg,Household & Cleaning,Cleaning,Dettol,1kg,780.0,628.67,417,False,NONE,Reckitt Benckiser Lanka,DET-DETT-1KG-HE,12,3,30,56,2.42,1.06,60.7
LK-HOU-SRR2U,4799215296457,Sunlight Dishwash 1kg,Household & Cleaning,Cleaning,Sunlight,1kg,829.9,681.0,886,False,NONE,Matara Household Supply Co. EDL,SUN-SUNL-1KG-7E,12,3,24,44,3.23,0.89,36.4
LK-HOU-AGKFX,4795741251212,Surf Excel Bleach 1L,Household & Cleaning,Cleaning,Surf Excel,1L,660.0,549.38,842,False,NONE,Matara Household Supply Co. EDL,SUR-SURF-1L-NN,12,1,16,26,4.34,1.1,18.1
LK-HOU-2KYN4,4797117120344,Sunlight Bleach 1L,Household & Cleaning,Cleaning,Sunlight,1L,820.0,661.53,762,False,NONE,Kurunegala Household Supply Co. V4W,SUN-SUNL-1L-8T,6,3,33,52,3.66,0.89,44.2
LK-HOU-MJQ6F,4796643335192,Rin Bleach 1L,Household & Cleaning,Cleaning,Rin,1L,979.95,842.57,664,False,NONE,Matara Household Supply Co. EDL,RIN-RINB-1L-6L,6,1,16,24,0.43,1.06,182.3
LK-HOU-485SJ,4790117310104,Comfort Dishwash 500ml,Household & Cleaning,Cleaning,Comfort,500ml,470.0,389.12,421,False,NONE,Matara Household Supply Co. EDL,COM-COMF-500M-HB,24,2,37,45,0.53,0.93,342.1
LK-HOU-YFBNY,4793722783929,Rin Soap 200g,Household & Cleaning,Cleaning,Rin,200g,120.0,99.71,775,False,NONE,Matara Household Supply Co. EDL,RIN-RINS-200G-AL,12,2,23,34,0.29,0.97,388.6
LK-HOU-83WVP,4799592891467,Comfort Floor Cleaner 500ml,Household & Cleaning,Cleaning,Comfort,500ml,520.0,435.67,838,False,NONE,Reckitt Benckiser Lanka,COM-COMF-500M-EL,24,2,33,62,0.83,1.09,194.8
LK-HOU-7HLKL,4793449447487,Harpic Bleach 1kg,Household & Cleaning,Cleaning,Harpic,1kg,910.0,744.25,636,False,NONE,Kurunegala Household Supply Co. V4W,HAR-HARP-1KG-Y3,24,2,31,67,2.19,0.94,69.4
LK-HOU-8EQNF,4794382764617,Dettol Dishwash 500ml,Household & Cleaning,Cleaning,Dettol,500ml,259.9,223.43,421,False,NONE,Reckitt Benckiser Lanka,DET-DETT-500M-PY,12,2,35,67,4.78,1.03,35.9
LK-HOU-476PD,4799780399348,Dettol Dishwash 1L,Household & Cleaning,Cleaning,Dettol,1L,860.0,696.98,375,False,NONE,Galle Household Supply Co. AU8,DET-DETT-1L-3L,6,3,33,71,1.5,0.87,107.8
LK-HOU-FPWA6,4793984855051,Rin Soap 500ml,Household & Cleaning,Cleaning,Rin,500ml,420.0,348.58,526,False,NONE,Unilever Sri Lanka,RIN-RINS-500M-3H,12,1,17,24,1.19,1.04,70.0
LK-HOU-L7MVQ,4798144565146,Vim Soap 1L,Household & Cleaning,Cleaning,Vim,1L,779.95,651.62,767,False,NONE,Matara Household Supply Co. EDL,VIM-VIMS-1L-6X,6,1,16,23,0.23,0.93,340.9
LK-HOU-EVGPF,4792059308980,Vim Detergent Powder 500ml,Household & Cleaning,Cleaning,Vim,500ml,309.9,254.95,508,False,NONE,Matara Household Supply Co. EDL,VIM-VIMD-500M-QB,24,2,23,31,0.31,1.07,363.5
LK-HOU-3NLL2,4796740009774,Comfort Detergent Powder 1L,Household & Cleaning,Cleaning,Comfort,1L,870.0,719.48,411,False,NONE,Reckitt Benckiser Lanka,COM-COMF-1L-WU,24,3,23,36,0.14,0.94,805.0
LK-HOU-SN5S2,4796937067563,Dettol Soap 500ml,Household & Cleaning,Cleaning,Dettol,500ml,489.95,420.13,592,False,NONE,Kurunegala Household Supply Co. V4W,DET-DETT-500M-UB,6,1,29,49,9.28,1.08,15.3
LK-HOU-ZWQLG,4796855502696,Dettol Floor Cleaner 200g,Household & Cleaning,Cleaning,Dettol,200g,120.0,104.18,720,False,NONE,Kurunegala Household Supply Co. V4W,DET-DETT-200G-ZA,12,2,37,46,8.39,1.05,21.6
LK-HOU-2AGB3,4795285443050,Rin Detergent Powder 1L,Household & Cleaning,Cleaning,Rin,1L,740.0,601.95,781,False,NONE,Reckitt Benckiser Lanka,RIN-RIND-1L-P5,6,2,18,29,0.22,0.85,400.9
LK-HOU-CYDMU,4790799397783,Sunlight Bleach 200g,Household & Cleaning,Cleaning,Sunlight,200g,150.0,122.9,394,False,NONE,Matara Household Supply Co. EDL,SUN-SUNL-200G-FD,12,2,18,38,1.02,0.92,86.5
LK-HOU-UCVGV,4797140887795,Surf Excel Dishwash 1L,Household & Cleaning,Cleaning,Surf Excel,1L,909.95,742.38,900,False,NONE,Kurunegala Household Supply Co. V4W,SUR-SURF-1L-EW,24,3,22,29,3.23,1.04,33.4
LK-HOU-AV83R,4793099479142,Sunlight Dishwash 500g,Household & Cleaning,Cleaning,Sunlight,500g,229.95,190.76,653,False,NONE,Unilever Sri Lanka,SUN-SUNL-500G-WM,24,2,20,33,0.49,0.96,200.0
LK-HOU-426X4,4793716436114,Dettol Detergent Powder 1kg,Household & Cleaning,Cleaning,Dettol,1kg,479.95,390.88,651,False,NONE,Unilever Sri Lanka,DET-DETT-1KG-3Z,24,2,20,30,0.83,0.93,118.1
LK-HOU-PMWFA,4791102883146,Surf Excel Detergent Powder 1kg,Household & Cleaning,Cleaning,Surf Excel,1kg,729.95,601.37,644,False,NONE,Matara Household Supply Co. EDL,SUR-SURF-1KG-ET,6,1,17,21,0.38,1.05,219.2
LK-HOU-5GTJN,4798021245826,Rin Dishwash 1kg,Household & Cleaning,Cleaning,Rin,1kg,679.9,575.54,851,False,NONE,Kurunegala Household Supply Co. V4W,RIN-RIND-1KG-8A,24,1,43,53,13.06,0.96,16.1
LK-HOU-MV7DM,4796915466692,Rin Toilet Cleaner 200g,Household & Cleaning,Cleaning,Rin,200g,170.0,145.75,646,False,NONE,Reckitt Benckiser Lanka,RIN-RINT-200G-A8,24,2,48,79,4.96,0.88,47.4
LK-HOU-RPVTY,4793975082909,Dettol Detergent Powder 200g,Household & Cleaning,Cleaning,Dettol,200g,190.0,158.22,785,False,NONE,Reckitt Benckiser Lanka,DET-DETT-200G-W2,24,1,20,35,0.26,0.98,376.9
LK-HOU-UGU7D,4794475153793,Surf Excel Bleach 500g,Household & Cleaning,Cleaning,Surf Excel,500g,349.95,294.61,647,False,NONE,Reckitt Benckiser Lanka,SUR-SURF-500G-3B,12,1,46,90,2.21,0.85,102.0
LK-HOU-A48JT,4796553092222,Vim Toilet Cleaner 1kg,Household & Cleaning,Cleaning,Vim,1kg,799.95,659.13,848,False,NONE,Reckitt Benckiser Lanka,VIM-VIMT-1KG-HJ,24,1,37,67,11.01,1.05,16.5
LK-HOU-KQVSJ,4794160838813,Dettol Bleach 200g,Household & Cleaning,Cleaning,Dettol,200g,175.0,149.22,871,False,NONE,Kurunegala Household Supply Co. V4W,DET-DETT-200G-TL,24,2,25,47,0.92,0.93,133.2
LK-HOU-FCG3N,4792133752142,Rin Floor Cleaner 1L,Household & Cleaning,Cleaning,Rin,1L,839.9,695.07,820,False,NONE,Kurunegala Household Supply Co. V4W,RIN-RINF-1L-YV,12,3,20,27,1.02,0.98,96.1
LK-HOU-SLMX6,4793037485082,Surf Excel Soap 1L,Household & Cleaning,Cleaning,Surf Excel,1L,760.0,633.73,634,False,NONE,Reckitt Benckiser Lanka,SUR-SURF-1L-6T,6,2,15,29,0.55,0.85,133.6
LK-HOU-R528Z,4798598771575,Vim Bleach 500g,Household & Cleaning,Cleaning,Vim,500g,409.9,329.21,864,False,NONE,Reckitt Benckiser Lanka,VIM-VIMB-500G-QQ,12,2,44,62,0.08,1.1,2695.0
LK-HOU-U72GL,4797812079626,Comfort Bleach 1L,Household & Cleaning,Cleaning,Comfort,1L,750.0,649.01,812,False,NONE,Kurunegala Household Supply Co. V4W,COM-COMF-1L-CY,6,2,28,51,2.19,0.96,62.6
LK-HOU-BEH6W,4795567747357,Comfort Dishwash 200g,Household & Cleaning,Cleaning,Comfort,200g,110.0,95.2,852,False,NONE,Unilever Sri Lanka,COM-COMF-200G-C4,12,2,31,45,3.43,1.1,44.3
LK-HOU-DRBLU,4799230083346,Rin Toilet Cleaner 1kg,Household & Cleaning,Cleaning,Rin,1kg,859.9,722.69,868,False,NONE,Unilever Sri Lanka,RIN-RINT-1KG-8H,12,2,13,28,0.29,1.06,219.7
LK-HOU-6QGKZ,4790488819879,Sunlight Floor Cleaner 1kg,Household & Cleaning,Cleaning,Sunlight,1kg,429.9,370.43,620,False,NONE,Kurunegala Household Supply Co. V4W,SUN-SUNL-1KG-7Q,6,2,20,41,2.0,1.08,49.0
LK-HOU-PGC4M,4790467863039,Sunlight Floor Cleaner 500ml,Household & Cleaning,Cleaning,Sunlight,500ml,290.0,234.93,770,False,NONE,Matara Household Supply Co. EDL,SUN-SUNL-500M-E2,24,1,48,93,1.06,0.94,221.9
LK-HOU-TTEHY,4791015427253,Vim Soap 1kg,Household & Cleaning,Cleaning,Vim,1kg,760.0,614.23,627,False,NONE,Kurunegala Household Supply Co. V4W,VIM-VIMS-1KG-7Q,6,1,44,85,1.7,0.89,126.8
LK-HOU-M9ZLH,4795272311430,Sunlight Floor Cleaner 500g,Household & Cleaning,Cleaning,Sunlight,500g,289.95,238.83,851,False,NONE,Kurunegala Household Supply Co. V4W,SUN-SUNL-500G-E2,12,2,46,62,5.68,0.96,39.7
LK-HOU-T4BYN,4794657409687,Surf Excel Toilet Cleaner 200g,Household & Cleaning,Cleaning,Surf Excel,200g,130.0,106.97,886,False,NONE,Reckitt Benckiser Lanka,SUR-SURF-200G-S5,24,3,18,29,1.93,1.0,45.7
LK-HOU-WRAEF,4790007783186,Surf Excel Dishwash 500ml,Household & Cleaning,Cleaning,Surf Excel,500ml,390.0,333.53,384,False,NONE,Reckitt Benckiser Lanka,SUR-SURF-500M-4P,12,2,16,28,0.36,0.9,217.8
LK-HOU-KL8SU,4795454472782,Vim Soap 200g,Household & Cleaning,Cleaning,Vim,200g,125.0,103.1,601,False,NONE,Galle Household Supply Co. AU8,VIM-VIMS-200G-MU,12,3,41,87,9.47,0.95,21.2
LK-HOU-2HP85,4799823761828,Harpic Toilet Cleaner 500g,Household & Cleaning,Cleaning,Harpic,500g,340.0,289.09,370,False,NONE,Kurunegala Household Supply Co. V4W,HAR-HARP-500G-PB,24,3,45,92,0.12,1.09,1837.5
LK-HOU-Z58EC,4792622519331,Comfort Floor Cleaner 500g,Household & Cleaning,Cleaning,Comfort,500g,499.9,406.49,479,False,NONE,Kurunegala Household Supply Co. V4W,COM-COMF-500G-4J,24,2,30,42,0.8,1.08,183.7
LK-PER-DCSRM,4790918281245,Lux Soap 100g,Personal Care,Personal Care,Lux,100g,160.0,131.63,500,False,NONE,Kurunegala Personal Care Supply Co. QHN,LUX-LUXS-100G-34,12,3,44,61,0.87,1.04,247.8
LK-PER-YFP94,4798481419676,Lux Soap 125g,Personal Care,Personal Care,Lux,125g,135.0,106.5,851,False,NONE,Ambalangoda Personal Care Supply Co. QSN,LUX-LUXS-125G-GU,12,1,21,25,3.03,0.96,34.0
LK-PER-CZ3UY,4799340107529,Lifebuoy Soap 100g,Personal Care,Personal Care,Lifebuoy,100g,165.0,138.76,633,False,NONE,Ambalangoda Personal Care Supply Co. QSN,LIF-LIFE-100G-68,6,2,33,55,0.56,0.91,288.7
LK-PER-8LZTU,4799550307955,Lifebuoy Soap 125g,Personal Care,Personal Care,Lifebuoy,125g,229.95,192.32,554,False,NONE,Ambalangoda Personal Care Supply Co. QSN,LIF-LIFE-125G-JX,12,3,42,91,0.86,0.97,239.3
LK-PER-4NA35,4792679409906,Signal Toothpaste 40g,Personal Care,Personal Care,Signal,40g,110.5,91.18,447,False,NONE,Kurunegala Personal Care Supply Co. QHN,SIG-SIGN-40G-P7,24,2,22,39,3.19,0.85,33.8
LK-PER-VSBMF,4799565058484,Signal Toothpaste 120g,Personal Care,Personal Care,Signal,120g,369.95,296.72,729,False,NONE,Kurunegala Personal Care Supply Co. RT9,SIG-SIGN-120G-ET,24,2,20,34,0.03,0.91,3266.7
LK-PER-3N4RC,4795846070435,Close-Up Toothpaste 40g,Personal Care,Personal Care,Close-Up,40g,130.0,104.31,672,False,NONE,Kurunegala Personal Care Supply Co. RT9,CLO-CLOS-40G-G9,12,2,17,27,1.92,0.86,43.4
LK-PER-S63GM,4796508899753,Close-Up Toothpaste 120g,Personal Care,Personal Care,Close-Up,120g,519.95,426.29,443,False,NONE,Kurunegala Personal Care Supply Co. RT9,CLO-CLOS-120G-WN,12,3,46,98,0.89,1.01,253.3
LK-PER-6UV8N,4792177854574,Fair & Lovely Cream 25g,Personal Care,Personal Care,Fair & Lovely,25g,219.95,184.76,884,False,NONE,Kurunegala Personal Care Supply Co. RT9,FAI-FAIR-25G-87,6,3,14,24,0.09,1.03,762.2
LK-PER-UQL7Z,4794115652778,Fair & Lovely Cream 50g,Personal Care,Personal Care,Fair & Lovely,50g,419.95,333.52,789,False,NONE,Hemas Consumer Brands,FAI-FAIR-50G-FY,12,2,36,57,1.6,0.86,110.2
LK-PER-WS3RG,4796460664932,Dove Shampoo 200ml,Personal Care,Personal Care,Dove,200ml,530.0,443.53,411,False,NONE,Hambantota Personal Care Supply Co. JJ8,DOV-DOVE-200M-R9,12,2,46,64,9.67,1.01,23.3
LK-PER-WLMA3,4796653479718,Sunsilk Toothpaste 50g,Personal Care,Personal Care,Sunsilk,50g,299.95,250.91,657,False,NONE,Hemas Consumer Brands,SUN-SUNS-50G-BB,6,1,12,14,0.31,0.95,189.7
LK-PER-SVE3K,4797765029426,Lifebuoy Toothpaste 50g,Personal Care,Personal Care,Lifebuoy,50g,250.0,203.06,780,False,NONE,Kurunegala Personal Care Supply Co. RT9,LIF-LIFE-50G-DF,6,2,48,63,1.51,1.1,155.8
LK-PER-33H2L,4794293380104,Lux Face Cream 200ml,Personal Care,Personal Care,Lux,200ml,939.95,765.36,840,False,NONE,Kurunegala Personal Care Supply Co. QHN,LUX-LUXF-200M-CH,12,3,30,45,14.03,1.08,10.5
LK-PER-7NGJP,4793153497624,Lifebuoy Body Lotion 100g,Personal Care,Personal Care,Lifebuoy,100g,160.5,127.96,374,False,NONE,Hemas Consumer Brands,LIF-LIFE-100G-9U,6,1,26,42,1.74,1.03,73.2
LK-PER-7NJ63,4790284963554,Lux Soap 400ml,Personal Care,Personal Care,Lux,400ml,550.0,444.99,559,False,NONE,Kurunegala Personal Care Supply Co. RT9,LUX-LUXS-400M-BE,6,1,48,96,4.73,0.94,49.7
LK-PER-F2ZT9,4790594459914,Signal Handwash 50g,Personal Care,Personal Care,Signal,50g,319.9,262.96,372,False,NONE,Kurunegala Personal Care Supply Co. RT9,SIG-SIGN-50G-WK,6,1,20,24,1.59,0.85,61.6
LK-PER-JEKGA,4790468797524,Fair & Lovely Shampoo 100g,Personal Care,Personal Care,Fair & Lovely,100g,195.0,164.94,659,False,NONE,Hemas Consumer Brands,FAI-FAIR-100G-CD,24,2,47,76,1.89,1.03,121.9
LK-PER-WTUG7,4791056739292,Fair & Lovely Soap 100g,Personal Care,Personal Care,Fair & Lovely,100g,270.0,225.32,421,False,NONE,Hambantota Personal Care Supply Co. JJ8,FAI-FAIR-100G-4C,12,1,36,52,2.33,0.93,75.7
LK-PER-JDV78,4790048307624,Signal Handwash 40g,Personal Care,Personal Care,Signal,40g,165.0,138.86,738,False,NONE,Kurunegala Personal Care Supply Co. QHN,SIG-SIGN-40G-RL,12,2,25,43,2.02,0.91,60.6
LK-PER-D5PVP,4797323014642,Lifebuoy Shampoo 50g,Personal Care,Personal Care,Lifebuoy,50g,430.0,339.49,710,False,NONE,Kurunegala Personal Care Supply Co. QHN,LIF-LIFE-50G-8Z,6,2,45,56,1.15,1.07,191.7
LK-PER-CHBTT,4793305098099,Close-Up Shampoo 125g,Personal Care,Personal Care,Close-Up,125g,209.9,169.48,472,False,NONE,Ambalangoda Personal Care Supply Co. QSN,CLO-CLOS-125G-RS,6,3,13,16,0.54,0.98,118.0
